,home_team,home_score,pitcher_home,hitter_home,away_team,away_score,pitcher_away,hitter_away
388,DOOSAN,13,유희관,"오재원, 박건우, 김재환, 양의지, 민병헌, 최주환, 에반스, 오재일, 류지혁",NC,11,장현식,"이종욱, 박석민, 모창민, 권희동, 손시헌, 김성욱, 김태군, 이상호, 박민우"
389,SAMSUNG,7,윤성환,"박해민, 김성윤, 구자욱, 조동찬, 러프, 이승엽, 이원석, 이지영, 김정혁",SK,5,다이아몬드,"최정, 한동민, 김강민, 로맥, 나주환, 이재원, 박정권, 정진기, 정의윤"
390,KT,2,고영표,"이대형, 이진영, 박경수, 로하스, 유한준, 김동욱, 김연훈, 장성우, 심우준",LOTTE,10,박세웅,"이우민, 강민호, 황진수, 손아섭, 전준우, 이대호, 김문호, 신본기, 김민수"
391,SK,7,문승원,"정진기, 로맥, 한동민, 김동엽, 나주환, 이재원, 김성현, 박정권, 최정",NC,1,이형범,"이종욱, 모창민, 박민우, 강진성, 권희동, 손시헌, 김태군, 김준완, 윤병호"
392,LG,5,허프,"박용택, 양석환, 이천웅, 이형종, 오지환, 유강남, 손주인, 정성훈, 안익훈",SAMSUNG,3,우규민,"김헌곤, 구자욱, 러프, 이승엽, 이원석, 김정혁, 강한울, 박해민, 이지영"
393,HANHWA,6,윤규진,"정근우, 하주석, 양성우, 최재훈, 오선진, 이성열, 로사리오, 김경언, 장민석",NEXEN,5,최원태,"이정후, 윤석민, 서건창, 김하성, 김민성, 고종욱, 김태완, 허정협, 박동원"
394,KT,4,피어밴드,"로하스, 유한준, 심우준, 박경수, 김연훈, 오태곤, 이진영, 이대형, 장성우",LOTTE,10,송승준,"전준우, 이대호, 강민호, 김문호, 이우민, 황진수, 신본기, 최준석, 김민수"
395,SK,1,박종훈,"정진기, 한동민, 최정, 김동엽, 나주환, 로맥, 김강민, 김성현, 이재원",NC,2,해커,"박민우, 권희동, 이종욱, 조영훈, 모창민, 손시헌, 이상호, 나성범, 지석훈"
396,KIA,20,헥터,"이범호, 나지완, 김주찬, 버나디나, 안치홍, 김민식, 이명기, 최형우, 김선빈",DOOSAN,8,니퍼트,"최주환, 김재환, 에반스, 류지혁, 오재원, 박건우, 오재일, 양의지, 민병헌"
397,LG,3,차우찬,"이형종, 박용택, 오지환, 김재율, 양석환, 이천웅, 유강남, 손주인, 안익훈",SAMSUNG,10,김대우,"박해민, 러프, 김헌곤, 구자욱, 조동찬, 이원석, 김정혁, 강한울, 이지영"
398,HANHWA,5,김재영,"하주석, 이성열, 로사리오, 김태균, 김태연, 양성우, 최재훈, 정근우, 김경언",NEXEN,6,신재영,"고종욱, 김하성, 이정후, 서건창, 김민성, 임병욱, 박동원, 윤석민, 김웅빈"
399,KT,10,류희운,"심우준, 유한준, 박경수, 이진영, 로하스, 전민수, 오태곤, 이해창, 정현",LOTTE,3,노경은,"손아섭, 최준석, 전준우, 김문호, 이대호, 강민호, 황진수, 신본기, 김상호"
400,SK,13,켈리,"나주환, 로맥, 최정, 한동민, 노수광, 김동엽, 정의윤, 이재원, 박승욱",NC,6,이재학,"김성욱, 박민우, 나성범, 모창민, 강진성, 조영훈, 이상호, 지석훈, 김종민"
401,KIA,11,양현종,"이명기, 김주찬, 안치홍, 김선빈, 최형우, 나지완, 버나디나, 이범호, 한승택",DOOSAN,5,함덕주,"최주환, 박건우, 오재원, 김재환, 오재일, 에반스, 류지혁, 양의지, 민병헌"
402,LG,1,류제국,"이형종, 이천웅, 박용택, 채은성, 오지환, 양석환, 정성훈, 강승호, 유강남",SAMSUNG,5,레나도,"박해민, 구자욱, 러프, 이승엽, 이원석, 강한울, 권정웅, 김헌곤, 김정혁"
403,HANHWA,13,배영수,"하주석, 로사리오, 이성열, 정근우, 김태균, 김경언, 최재훈, 김태연, 양성우",NEXEN,12,브리검,"김하성, 이정후, 서건창, 김민성, 김태완, 임병욱, 박동원, 고종욱, 윤석민"
404,SAMSUNG,5,페트릭,"박해민, 김헌곤, 조동찬, 강한울, 러프, 이승엽, 이원석, 권정웅, 구자욱",HANHWA,3,비야누에바,"정근우, 하주석, 김태균, 최재훈, 이성열, 장민석, 로사리오, 김경언, 김태연"
405,NC,4,구창모,"박민우, 지석훈, 손시헌, 윤병호, 나성범, 모창민, 김태군, 이상호, 김성욱",KIA,1,팻딘,"이명기, 버나디나, 최형우, 안치홍, 나지완, 김선빈, 이범호, 김주찬, 김민식"
406,SK,4,다이아몬드,"김강민, 최정, 김동엽, 나주환, 로맥, 정의윤, 박승욱, 한동민, 이성우",KT,2,정성곤,"로하스, 유한준, 장성우, 심우준, 박경수, 오태곤, 이대형, 남태혁, 정현"
407,NEXEN,8,밴헤켄,"이정후, 김웅빈, 서건창, 김하성, 김민성, 윤석민, 고종욱, 허정협, 박동원",LG,3,소사,"이형종, 박용택, 양석환, 정성훈, 채은성, 이천웅, 오지환, 유강남, 손주인"
408,DOOSAN,9,장원준,"오재원, 박건우, 최주환, 오재일, 류지혁, 김재환, 양의지, 민병헌, 정진호",LOTTE,1,박시영,"전준우, 신본기, 황진수, 문규현, 김사훈, 손아섭, 이대호, 최준석, 김문호"
409,SAMSUNG,8,윤성환,"박해민, 김헌곤, 구자욱, 러프, 이승엽, 조동찬, 이원석, 강한울, 이지영",HANHWA,2,이태양,"장민석, 하주석, 로사리오, 김태균, 최재훈, 김태연, 양성우, 정근우, 이성열"
410,NC,6,장현식,"박민우, 지석훈, 이종욱, 이상호, 나성범, 조영훈, 김성욱, 김태군, 권희동",KIA,1,정용운,"이명기, 버나디나, 서동욱, 이범호, 김주찬, 안치홍, 김선빈, 최형우, 김민식"
411,SK,2,윤희상,"로맥, 이재원, 김성현, 노수광, 정진기, 한동민, 나주환, 김강민, 김동엽",KT,1,배제성,"로하스, 유한준, 심우준, 이진영, 박경수, 김동욱, 정현, 하준호, 이해창"
412,NEXEN,2,금민철,"이정후, 고종욱, 김민성, 김하성, 채태인, 임병욱, 서건창, 허정협, 이택근",LG,8,임찬규,"이형종, 양석환, 채은성, 박용택, 유강남, 백창수, 정성훈, 오지환, 손주인"
413,DOOSAN,4,유희관,"최주환, 박건우, 김재환, 민병헌, 에반스, 류지혁, 오재원, 양의지, 국해성",LOTTE,8,레일리,"손아섭, 전준우, 이대호, 김상호, 김문호, 문규현, 강민호, 신본기, 김대륙"
414,SAMSUNG,7,우규민,"박해민, 구자욱, 이승엽, 조동찬, 이원석, 러프, 강한울, 김헌곤, 이지영",HANHWA,7,윤규진,"정근우, 김경언, 하주석, 김태균, 로사리오, 양성우, 최재훈, 이성열, 강경학"
415,NC,9,강윤구,"권희동, 이상호, 김태군, 이종욱, 나성범, 조영훈, 지석훈, 윤병호, 박민우",KIA,6,임기준,"버나디나, 최형우, 김주찬, 나지완, 이명기, 안치홍, 이범호, 김민식, 김선빈"
416,SK,7,김태훈,"정진기, 나주환, 이재원, 최항, 김성현, 최정, 한동민, 로맥, 박정권",KT,6,로치,"로하스, 박경수, 정현, 장성우, 심우준, 이대형, 김동욱, 오태곤, 박기혁"
417,NEXEN,4,윤영삼,"이정후, 서건창, 김민성, 이택근, 김하성, 허정협, 고종욱, 윤석민, 김웅빈",LG,2,허프,"이형종, 이천웅, 박용택, 양석환, 정성훈, 채은성, 유강남, 오지환, 손주인"
418,DOOSAN,2,이영하,"최주환, 오재원, 박건우, 김재환, 오재일, 에반스, 류지혁, 국해성, 양의지",LOTTE,4,박세웅,"김문호, 전준우, 손아섭, 이대호, 강민호, 신본기, 문규현, 김상호, 황진수"
419,HANHWA,4,김재영,"정근우, 로사리오, 이성열, 최재훈, 하주석, 김태균, 최진행, 김원석, 김태연",KT,1,피어밴드,"이대형, 유한준, 오태곤, 이진영, 로하스, 박경수, 심우준, 장성우, 박기혁"
420,LOTTE,11,송승준,"전준우, 황진수, 손아섭, 김문호, 이대호, 신본기, 강민호, 김상호, 김사훈",LG,10,차우찬,"양석환, 이천웅, 채은성, 정성훈, 박용택, 오지환, 이형종, 조윤준, 안익훈"
421,DOOSAN,1,니퍼트,"오재원, 박건우, 정진호, 에반스, 김재환, 최주환, 오재일, 박세혁, 류지혁",SK,5,박종훈,"나주환, 정진기, 최정, 로맥, 정의윤, 박정권, 이재원, 한동민, 김성현"
422,KIA,11,양현종,"이명기, 안치홍, 나지완, 김주찬, 버나디나, 이범호, 김선빈, 최형우, 김민식",SAMSUNG,4,레나도,"김헌곤, 구자욱, 박해민, 러프, 이원석, 강한울, 조동찬, 이지영, 권정웅"
423,NC,7,해커,"박민우, 김준완, 이상호, 나성범, 조영훈, 모창민, 권희동, 지석훈, 김태군",NEXEN,2,신재영,"서건창, 김태완, 김하성, 허정협, 이정후, 김민성, 고종욱, 박동원, 김웅빈"
424,HANHWA,4,배영수,"정근우, 하주석, 김태균, 로사리오, 양성우, 허도환, 이성열, 김원석, 김경언",KT,5,고영표,"전민수, 박경수, 정현, 로하스, 심우준, 이해창, 이진영, 유한준, 김동욱"
425,LOTTE,9,애디튼,"손아섭, 김문호, 황진수, 전준우, 이대호, 신본기, 강민호, 이우민, 문규현",LG,9,류제국,"박용택, 채은성, 유강남, 이천웅, 양석환, 손주인, 이형종, 정성훈, 강승호"
426,DOOSAN,0,함덕주,"최주환, 류지혁, 에반스, 김재환, 오재일, 박건우, 허경민, 국해성, 박세혁",SK,3,켈리,"나주환, 로맥, 최정, 김동엽, 한동민, 정의윤, 김성현, 김강민, 이재원"
427,KIA,13,헥터,"김주찬, 최형우, 이명기, 안치홍, 서동욱, 버나디나, 김민식, 김선빈, 최원준",SAMSUNG,4,김대우,"박해민, 김헌곤, 구자욱, 이승엽, 조동찬, 이원석, 강한울, 러프, 이지영"
428,NC,9,이재학,"박민우, 모창민, 이상호, 조영훈, 손시헌, 이종욱, 나성범, 권희동, 김태군",NEXEN,3,브리검,"고종욱, 이정후, 서건창, 김하성, 김민성, 윤석민, 허정협, 임병욱, 이택근"
429,HANHWA,8,김범수,"로사리오, 양성우, 정근우, 하주석, 김태균, 이성열, 김경언, 김원석, 최재훈",KT,5,류희운,"로하스, 박경수, 유한준, 정현, 박기혁, 이해창, 심우준, 전민수, 남태혁"
430,DOOSAN,6,장원준,"박건우, 김재환, 최주환, 에반스, 김재호, 오재일, 박세혁, 류지혁, 정진호",SK,3,문승원,"나주환, 정의윤, 한동민, 김동엽, 이재원, 노수광, 박정권, 최정, 최항"
431,KIA,22,팻딘,"이명기, 안치홍, 김주찬, 버나디나, 최형우, 서동욱, 김선빈, 이범호, 김민식",SAMSUNG,1,페트릭,"배영섭, 김헌곤, 구자욱, 러프, 이승엽, 김정혁, 권정웅, 조동찬, 이원석"
432,LG,6,소사,"이형종, 백창수, 박용택, 양석환, 채은성, 유강남, 정성훈, 강승호, 오지환",KIA,10,정용운,"김주찬, 최형우, 이명기, 버나디나, 안치홍, 김선빈, 서동욱, 이범호, 김민식"
433,LOTTE,9,레일리,"손아섭, 전준우, 이대호, 강민호, 신본기, 김문호, 최준석, 황진수, 문규현",NC,0,장현식,"박민우, 나성범, 모창민, 권희동, 이종욱, 이상호, 지석훈, 김태군, 윤병호"
434,HANHWA,13,강승현,"하주석, 로사리오, 김원석, 양성우, 정근우, 김태균, 이성열, 임익준, 허도환",DOOSAN,8,유희관,"박건우, 에반스, 오재일, 허경민, 박세혁, 김재호, 정진호, 김재환, 최주환"
435,SK,7,다이아몬드,"노수광, 정의윤, 로맥, 나주환, 이성우, 한동민, 최정, 박정권, 최항",SAMSUNG,5,윤성환,"김헌곤, 이승엽, 박해민, 러프, 강한울, 구자욱, 이원석, 이성규, 이지영"
436,KT,5,정성곤,"심우준, 로하스, 박경수, 오태곤, 이대형, 남태혁, 김동욱, 장성우, 박기혁",NEXEN,9,금민철,"서건창, 김하성, 윤석민, 허정협, 박동원, 이정후, 김민성, 채태인, 고종욱"
437,LG,4,허프,"이형종, 박용택, 양석환, 채은성, 강승호, 백창수, 정성훈, 유강남, 손주인",KIA,10,임기준,"나지완, 이범호, 이명기, 버나디나, 최형우, 김선빈, 김주찬, 김민식, 김지성"
438,LOTTE,9,박세웅,"이대호, 손아섭, 김문호, 전준우, 황진수, 문규현, 이우민, 신본기, 강민호",NC,5,최금강,"나성범, 박민우, 모창민, 조영훈, 이종욱, 박석민, 권희동, 손시헌, 김태군"
439,HANHWA,9,윤규진,"정근우, 하주석, 김태균, 양성우, 김원석, 최재훈, 로사리오, 이성열, 임익준",DOOSAN,3,이영하,"정진호, 최주환, 박건우, 오재일, 허경민, 김재환, 에반스, 박세혁, 국해성"
440,SK,4,윤희상,"노수광, 정진기, 한동민, 박정권, 나주환, 김동엽, 김성현, 최정, 이재원",SAMSUNG,7,우규민,"구자욱, 박해민, 김헌곤, 이승엽, 이원석, 강한울, 러프, 조동찬, 나원탁"
441,LG,4,임찬규,"백창수, 강승호, 정성훈, 유강남, 양석환, 이천웅, 김재율, 손주인, 이형종",KIA,13,양현종,"김주찬, 버나디나, 나지완, 김선빈, 이명기, 최형우, 이범호, 김민식, 서동욱"
442,LOTTE,2,김원중,"손아섭, 이대호, 강민호, 이우민, 신본기, 김문호, 황진수, 문규현, 전준우",NC,1,해커,"박민우, 모창민, 권희동, 손시헌, 이종욱, 나성범, 박석민, 조영훈, 김태군"
443,SK,6,박종훈,"노수광, 나주환, 최정, 한동민, 김동엽, 박정권, 이재원, 최항, 김성현",SAMSUNG,5,레나도,"박해민, 김헌곤, 러프, 조동찬, 구자욱, 이승엽, 이원석, 이지영, 강한울"
444,KT,1,로치,"심우준, 이대형, 로하스, 박경수, 이해창, 정현, 하준호, 오태곤, 김동욱",NEXEN,5,김성민,"이정후, 서건창, 김민성, 윤석민, 임병욱, 박동원, 김태완, 김하성, 고종욱"
445,NEXEN,7,브리검,"채태인, 박윤, 이정후, 서건창, 허정협, 주효상, 김하성, 김민성, 임병욱",HANHWA,5,김재영,"정근우, 하주석, 김태균, 이성열, 양성우, 김경언, 로사리오, 최재훈, 강경학"
446,SK,6,켈리,"노수광, 나주환, 로맥, 정의윤, 김성현, 최정, 한동민, 최항, 김동엽",KIA,15,헥터,"이명기, 나지완, 서동욱, 김선빈, 최형우, 안치홍, 이범호, 김민식, 버나디나"
447,DOOSAN,8,보우덴,"허경민, 박건우, 김재환, 에반스, 오재일, 김재호, 오재원, 박세혁, 정진호",KT,1,피어밴드,"심우준, 로하스, 유한준, 오태곤, 이대형, 박경수, 장성우, 박기혁, 전민수"
448,SAMSUNG,4,백정현,"러프, 박해민, 김성윤, 구자욱, 이승엽, 조동찬, 이원석, 이지영, 강한울",LOTTE,2,송승준,"손아섭, 김문호, 이대호, 최준석, 문규현, 전준우, 강민호, 신본기, 황진수"
449,NEXEN,12,밴헤켄,"이정후, 서건창, 김하성, 김민성, 채태인, 윤석민, 고종욱, 박동원, 이택근",HANHWA,7,배영수,"정근우, 김태균, 로사리오, 이성열, 하주석, 최진행, 김원석, 최재훈, 임익준"
450,SK,18,다이아몬드,"정의윤, 노수광, 나주환, 최정, 한동민, 김동엽, 로맥, 이재원, 김성현",KIA,17,팻딘,"이명기, 김주찬, 안치홍, 나지완, 버나디나, 이범호, 최형우, 최원준, 김지성"
451,DOOSAN,3,장원준,"박건우, 오재일, 김재호, 박세혁, 정진호, 오재원, 김재환, 최주환, 허경민",KT,1,고영표,"심우준, 로하스, 박경수, 유한준, 오태곤, 이해창, 김동욱, 박기혁, 이진영"
452,NC,5,구창모,"이호준, 이종욱, 박석민, 모창민, 박민우, 김성욱, 권희동, 손시헌, 김태군",LG,12,차우찬,"강승호, 박용택, 양석환, 이형종, 채은성, 정상호, 백창수, 정성훈, 오지환"
453,SAMSUNG,6,페트릭,"박해민, 배영섭, 이승엽, 강한울, 구자욱, 러프, 이원석, 조동찬, 나원탁",LOTTE,5,애디튼,"김문호, 이대호, 강민호, 손아섭, 전준우, 황진수, 신본기, 문규현, 김상호"
454,NEXEN,13,최원태,"이정후, 이택근, 윤석민, 김민성, 서건창, 채태인, 김하성, 고종욱, 박동원",HANHWA,6,장민재,"로사리오, 하주석, 김태균, 이성열, 강경학, 양성우, 송광민, 김경언, 최재훈"
455,SK,3,문승원,"정의윤, 한동민, 김동엽, 김성현, 나주환, 최정, 이성우, 노수광, 김강민",KIA,5,정용운,"김주찬, 서동욱, 김민식, 최원준, 이명기, 최형우, 이범호, 버나디나, 나지완"
456,SAMSUNG,2,윤성환,"배영섭, 박해민, 구자욱, 조동찬, 이원석, 러프, 김정혁, 정병곤, 이지영",LOTTE,4,레일리,"김문호, 손아섭, 전준우, 이대호, 강민호, 문규현, 이우민, 신본기, 김대륙"
457,NC,1,장현식,"박민우, 나성범, 이종욱, 모창민, 조영훈, 이호준, 권희동, 김태군, 박석민",DOOSAN,6,니퍼트,"오재원, 박건우, 오재일, 김재환, 에반스, 김재호, 박세혁, 허경민, 정진호"
458,LOTTE,5,박세웅,"전준우, 김문호, 손아섭, 이대호, 문규현, 신본기, 강민호, 이우민, 번즈",SK,6,윤희상,"정진기, 노수광, 최정, 한동민, 김성현, 나주환, 박정권, 이재원, 최항"
459,SAMSUNG,2,우규민,"박해민, 배영섭, 러프, 이승엽, 나원탁, 이원석, 이성규, 강한울, 구자욱",NEXEN,9,금민철,"서건창, 김민성, 이정후, 채태인, 김하성, 대니돈, 고종욱, 박동원, 이택근"
460,LG,3,류제국,"양석환, 강승호, 김재율, 백창수, 이천웅, 유강남, 오지환, 박용택, 안익훈",HANHWA,6,윤규진,"정근우, 로사리오, 이용규, 김태균, 송광민, 하주석, 양성우, 이성열, 최재훈"
461,KT,8,로치,"로하스, 심우준, 유한준, 윤석민, 오태곤, 장성우, 이진영, 박경수, 남태혁",KIA,20,양현종,"버나디나, 김민식, 최원준, 최정민, 최형우, 나지완, 서동욱, 이명기, 신종길"
462,LOTTE,6,김원중,"손아섭, 전준우, 번즈, 이대호, 신본기, 나경민, 김문호, 강민호, 황진수",SK,4,박종훈,"노수광, 최정, 한동민, 정의윤, 정진기, 나주환, 박정권, 이재원, 김성현"
463,SAMSUNG,8,레나도,"박해민, 러프, 강한울, 배영섭, 구자욱, 이승엽, 조동찬, 이원석, 이지영",NEXEN,10,김성민,"이정후, 서건창, 채태인, 김민성, 김하성, 이택근, 고종욱, 박동원, 대니돈"
464,LG,3,허프,"강승호, 박용택, 양석환, 김재율, 안익훈, 백창수, 이형종, 오지환, 유강남",HANHWA,2,김범수,"정근우, 이용규, 김태균, 로사리오, 송광민, 최진행, 김원석, 최재훈, 정경운"
465,NC,9,강윤구,"나성범, 손시헌, 이종욱, 김성욱, 이호준, 김태군, 박민우, 모창민, 박석민",DOOSAN,4,유희관,"오재원, 에반스, 박건우, 김재환, 박세혁, 김재호, 국해성, 오재일, 허경민"
466,LOTTE,0,송승준,"김문호, 전준우, 번즈, 이대호, 강민호, 최준석, 김동한, 손아섭, 신본기",SK,6,켈리,"나주환, 노수광, 로맥, 최정, 한동민, 정의윤, 김동엽, 이성우, 정진기"
467,SAMSUNG,7,백정현,"러프, 박해민, 구자욱, 이승엽, 이원석, 강한울, 박한이, 조동찬, 이지영",NEXEN,2,브리검,"서건창, 이택근, 김하성, 박윤, 이정후, 김민성, 고종욱, 박동원, 장영석"
468,SK,6,다이아몬드,"노수광, 정진기, 김동엽, 나주환, 로맥, 한동민, 이성우, 최정, 김성현",LG,1,임찬규,"강승호, 양석환, 백창수, 박용택, 이형종, 정성훈, 채은성, 유강남, 오지환"
469,HANHWA,4,김재영,"김태균, 정근우, 이용규, 송광민, 하주석, 로사리오, 최재훈, 이성열, 양성우",LOTTE,5,애디튼,"이대호, 김문호, 강민호, 번즈, 전준우, 신본기, 손아섭, 김상호, 이우민"
470,KIA,7,헥터,"이명기, 김주찬, 버나디나, 나지완, 김선빈, 이범호, 서동욱, 김민식, 최형우",NC,4,구창모,"이상호, 이종욱, 나성범, 모창민, 박석민, 손시헌, 김태군, 김성욱, 이원재"
471,KT,2,피어밴드,"심우준, 로하스, 박경수, 윤석민, 유한준, 오태곤, 이해창, 이대형, 장성우",SAMSUNG,4,페트릭,"박해민, 조동찬, 이지영, 강한울, 배영섭, 구자욱, 이승엽, 이원석, 러프"
472,DOOSAN,1,보우덴,"허경민, 에반스, 오재일, 김재호, 정진호, 박건우, 김재환, 박세혁, 오재원",NEXEN,5,밴헤켄,"서건창, 김하성, 이정후, 채태인, 김민성, 대니돈, 고종욱, 박동원, 이택근"
473,SK,6,문승원,"노수광, 정진기, 김동엽, 박정권, 나주환, 이성우, 최정, 한동민, 박승욱",LG,12,소사,"이천웅, 박용택, 오지환, 양석환, 정성훈, 백창수, 강승호, 안익훈, 정상호"
474,HANHWA,4,배영수,"정근우, 김태균, 로사리오, 송광민, 하주석, 김원석, 이용규, 이성열, 최재훈",LOTTE,8,레일리,"김문호, 전준우, 이대호, 손아섭, 강민호, 번즈, 신본기, 최준석, 김상호"
475,KIA,7,팻딘,"이명기, 김주찬, 버나디나, 최형우, 서동욱, 이범호, 김선빈, 나지완, 김민식",NC,6,맨쉽,"이상호, 김성욱, 모창민, 손시헌, 나성범, 권희동, 김태군, 박석민, 조평호"
476,KT,3,고영표,"이대형, 로하스, 유한준, 윤석민, 박경수, 오태곤, 이진영, 장성우, 박기혁",SAMSUNG,11,윤성환,"이승엽, 박해민, 배영섭, 구자욱, 조동찬, 강한울, 러프, 이지영, 이원석"
477,DOOSAN,4,장원준,"최주환, 김재환, 오재일, 김재호, 국해성, 박건우, 허경민, 박세혁, 에반스",NEXEN,3,최원태,"이정후, 서건창, 채태인, 김하성, 김민성, 이택근, 고종욱, 장영석, 박동원"
478,SK,1,윤희상,"조용호, 노수광, 김동엽, 박정권, 최정, 박승욱, 김성현, 한동민, 이재원",LG,9,김대현,"강승호, 유강남, 이천웅, 양석환, 김재율, 오지환, 채은성, 박용택, 안익훈"
479,HANHWA,6,안영명,"이용규, 로사리오, 하주석, 정근우, 김태균, 이성열, 임익준, 양성우, 허도환",LOTTE,4,박세웅,"김문호, 손아섭, 전준우, 이대호, 강민호, 김상호, 번즈, 신본기, 문규현"
480,KIA,7,양현종,"이명기, 김주찬, 버나디나, 최형우, 김선빈, 이범호, 김민식, 나지완, 서동욱",NC,1,장현식,"이상호, 김성욱, 모창민, 나성범, 권희동, 이호준, 손시헌, 조평호, 김태군"
481,KT,9,로치,"로하스, 이진영, 윤석민, 전민수, 박경수, 김동욱, 박기혁, 이해창, 심우준",SAMSUNG,8,우규민,"러프, 배영섭, 구자욱, 이승엽, 박해민, 이원석, 이지영, 조동찬, 이성규"
482,DOOSAN,8,니퍼트,"국해성, 최주환, 김재환, 에반스, 김재호, 오재원, 박세혁, 박건우, 류지혁",NEXEN,4,금민철,"이정후, 서건창, 김하성, 김민성, 고종욱, 박동원, 채태인, 이택근, 김규민"
483,NEXEN,3,김성민,"김하성, 이정후, 서건창, 채태인, 고종욱, 김민성, 이택근, 박동원, 김규민",KIA,4,헥터,"최형우, 나지완, 이명기, 김주찬, 버나디나, 안치홍, 이범호, 김선빈, 김민식"
484,LG,3,소사,"강승호, 양석환, 이형종, 정성훈, 채은성, 백창수, 박용택, 오지환, 유강남",KT,2,피어밴드,"로하스, 이진영, 유한준, 장성우, 오태곤, 윤석민, 박기혁, 정현, 이대형"
485,HANHWA,4,윤규진,"이용규, 정근우, 로사리오, 김태균, 하주석, 양성우, 장민석, 임익준, 최재훈",NC,7,이재학,"박민우, 스크럭스, 모창민, 손시헌, 김태군, 나성범, 권희동, 이종욱, 이호준"
486,SK,4,다이아몬드,"한동민, 김성현, 조용호, 최정, 김동엽, 정의윤, 박정권, 나주환, 이성우",DOOSAN,6,보우덴,"에반스, 김재환, 오재일, 김인태, 정진호, 최주환, 김재호, 허경민, 박세혁"
487,LOTTE,5,레일리,"손아섭, 번즈, 김문호, 전준우, 이대호, 최준석, 신본기, 문규현, 강민호",SAMSUNG,2,백정현,"러프, 박해민, 구자욱, 배영섭, 이원석, 김정혁, 이지영, 이성규, 정병곤"
488,NEXEN,4,브리검,"채태인, 김민성, 이정후, 박정음, 서건창, 김하성, 고종욱, 주효상, 김웅빈",KIA,2,임기영,"이명기, 최형우, 나지완, 안치홍, 이범호, 김선빈, 버나디나, 서동욱, 최원준"
489,LG,4,김대현,"안익훈, 박용택, 양석환, 유강남, 오지환, 이천웅, 강승호, 채은성, 정성훈",KT,2,고영표,"정현, 로하스, 이해창, 심우준, 윤석민, 박경수, 유한준, 오태곤, 전민수"
490,HANHWA,9,김재영,"이용규, 로사리오, 하주석, 양성우, 정근우, 김태균, 김원석, 허도환, 정경운",NC,13,맨쉽,"박민우, 나성범, 스크럭스, 김태군, 이종욱, 권희동, 손시헌, 모창민, 이호준"
491,SK,12,켈리,"조용호, 노수광, 최정, 정의윤, 나주환, 이대수, 이재원, 한동민, 김성현",DOOSAN,8,장원준,"최주환, 에반스, 오재일, 김인태, 김재환, 허경민, 정진호, 김재호, 김민혁"
492,LOTTE,0,송승준,"전준우, 손아섭, 김문호, 번즈, 신본기, 이대호, 강민호, 문규현, 최준석",SAMSUNG,3,페트릭,"박해민, 박한이, 구자욱, 러프, 이원석, 이지영, 정병곤, 이승엽, 조동찬"
493,NEXEN,7,밴헤켄,"박동원, 고종욱, 이정후, 채태인, 김민성, 서건창, 박정음, 김하성, 이택근",KIA,8,정용운,"이명기, 김주찬, 버나디나, 최형우, 안치홍, 이범호, 김선빈, 나지완, 한승택"
494,LG,10,류제국,"백창수, 강승호, 박용택, 양석환, 김재율, 이형종, 채은성, 이천웅, 유강남",KT,9,정성곤,"로하스, 오태곤, 이대형, 윤석민, 박경수, 이진영, 장성우, 유한준, 정현"
495,HANHWA,4,배영수,"이용규, 정근우, 김태균, 송광민, 양성우, 정경운, 로사리오, 김원석, 최재훈",NC,7,장현식,"나성범, 스크럭스, 권희동, 지석훈, 이상호, 이호준, 모창민, 박광열, 이종욱"
496,SK,2,박종훈,"나주환, 김동엽, 한동민, 최정, 정의윤, 이재원, 김성현, 이대수, 조용호",DOOSAN,14,함덕주,"에반스, 김재환, 김재호, 오재일, 허경민, 박세혁, 최주환, 정진호, 김인태"
497,LOTTE,4,박세웅,"번즈, 손아섭, 이대호, 강민호, 김문호, 전준우, 신본기, 문규현, 이우민",SAMSUNG,4,윤성환,"박해민, 구자욱, 러프, 배영섭, 이승엽, 이원석, 조동찬, 이지영, 정병곤"
498,DOOSAN,9,니퍼트,"정진호, 최주환, 김재환, 오재일, 김재호, 박건우, 에반스, 허경민, 박세혁",HANHWA,6,안영명,"정근우, 김태균, 김원석, 송광민, 최재훈, 정경운, 로사리오, 최진행, 양성우"
499,NEXEN,2,최원태,"이정후, 서건창, 박동원, 고종욱, 채태인, 김하성, 박정음, 송성문, 장영석",KT,0,로치,"정현, 로하스, 윤석민, 유한준, 박경수, 이진영, 이대형, 이해창, 오태곤"
500,SAMSUNG,4,레나도,"박해민, 구자욱, 이승엽, 이원석, 러프, 조동찬, 배영섭, 나원탁, 정병곤",LG,10,차우찬,"이천웅, 이형종, 김재율, 강승호, 정상호, 양석환, 오지환, 백창수, 박용택"
501,KIA,3,양현종,"김주찬, 버나디나, 최형우, 안치홍, 김선빈, 나지완, 이범호, 김민식, 이명기",LOTTE,4,김원중,"손아섭, 김문호, 전준우, 이대호, 김상호, 번즈, 신본기, 김동한, 강민호"
502,NC,10,해커,"윤병호, 나성범, 손시헌, 김태군, 박민우, 스크럭스, 모창민, 이호준, 권희동",SK,6,문승원,"최정, 김동엽, 노수광, 나주환, 한동민, 정의윤, 이대수, 이재원, 김성현"
503,DOOSAN,17,유희관,"허경민, 박건우, 정진호, 최주환, 에반스, 오재일, 김재환, 박세혁, 김재호",HANHWA,1,김범수,"김태균, 로사리오, 김원석, 정근우, 장민석, 송광민, 최진행, 정경운, 임익준"
